,stop_1,stop_2,stop1_lat,stop1_lon,stop2_lat,stop2_lon,hav_distance
3974748,MT ZION RD @ IMPERIAL DR,MT ZION RD @ PERSONAL PL,33.572325,-84.357539,33.571933,-84.355799,0.104
3974749,MT ZION RD @ PERSONAL PL,MT ZION RD @ KELLY AVE,33.571933,-84.355799,33.571417,-84.3511,0.273
3974750,MT ZION RD @ KELLY AVE,MERCHANTS WAY @ EXCHANGE PL,33.571417,-84.3511,33.572649,-84.348555,0.169
3974751,MT ZION RD @ KELLY AVE,MERCHANTS WAY @ EXCHANGE PL,33.571417,-84.3511,33.572949,-84.348944,0.163
4010040,CHURCH ST @ MCELROY DR,SR 85 @ LAMAR HUTCHESON PKWY,33.555896,-84.415401,33.560983,-84.413541,0.367
4010041,CHURCH ST @ MCELROY DR,SR 85 @ LAMAR HUTCHESON PKWY,33.555726,-84.415346,33.560983,-84.413541,0.378
4010047,LAMAR HUTCHESON PKWY @ VALLEY HILL RD,VALLEY HILL RD SW @ HEATHROW DR,33.568244,-84.403549,33.569352,-84.401882,0.123
4010048,VALLEY HILL RD SW @ HEATHROW DR,VALLEY HILL RD SW @ WESTFIELD DR,33.569352,-84.401882,33.568385,-84.39946,0.155
4010049,VALLEY HILL RD SW @ HEATHROW DR,VALLEY HILL RD SW @ WESTFIELD DR,33.569352,-84.401882,33.568206,-84.398984,0.185
4010050,VALLEY HILL RD SW @ WESTFIELD DR,VALLEY HILL RD SW @ EUNICE DR,33.568385,-84.39946,33.566852,-84.39705,0.175
4010051,VALLEY HILL RD SW @ WESTFIELD DR,VALLEY HILL RD SW @ EUNICE DR,33.568385,-84.39946,33.56695,-84.397391,0.155
4010052,VALLEY HILL RD SW @ WESTFIELD DR,VALLEY HILL RD SW @ EUNICE DR,33.568206,-84.398984,33.566852,-84.39705,0.145
4010053,VALLEY HILL RD SW @ WESTFIELD DR,VALLEY HILL RD SW @ EUNICE DR,33.568206,-84.398984,33.56695,-84.397391,0.126
4010054,VALLEY HILL RD SW @ EUNICE DR,VALLEY HILL RD SW @ JONATHAN RD,33.566852,-84.39705,33.566103,-84.393845,0.192
4010055,VALLEY HILL RD SW @ EUNICE DR,VALLEY HILL RD SW @ JONATHAN RD,33.56695,-84.397391,33.566103,-84.393845,0.212
4010056,VALLEY HILL RD SW @ JONATHAN RD,VALLEY HILL RD SW @ 100,33.566103,-84.393845,33.564551,-84.391819,0.158
4010057,VALLEY HILL RD SW @ 100,VALLEY HILL RD SE @ 94,33.564551,-84.391819,33.558367,-84.387233,0.502
4010058,VALLEY HILL RD SE @ 94,VALLEY HILL RD SE @ WHIPPORWILL WAY,33.558367,-84.387233,33.556978,-84.38191,0.321
4010059,VALLEY HILL RD SE @ WHIPPORWILL WAY,VALLEY HILL RD SE @ MOCKINGBIRD TRL,33.556978,-84.38191,33.556519,-84.378122,0.22
4010060,VALLEY HILL RD SE @ MOCKINGBIRD TRL,BATTLE CREEK RD @ AUTUMN DR,33.556519,-84.378122,33.55561,-84.373266,0.287
4010061,BATTLE CREEK RD @ AUTUMN DR,BATTLE CREEK RD @ TARA BLVD,33.55561,-84.373266,33.555512,-84.369745,0.203
4010062,BATTLE CREEK RD @ AUTUMN DR,BATTLE CREEK RD @ TARA BLVD,33.55561,-84.373266,33.555617,-84.371278,0.114
4010084,SOUTHLAKE PKWY @ MT ZION RD,MT ZION RD @ CORPORATE CENTER DR,33.570638,-84.337928,33.570086,-84.332663,0.305
4010085,SOUTHLAKE PKWY @ MT ZION RD,MT ZION RD @ CORPORATE CENTER DR,33.570638,-84.337928,33.570541,-84.333241,0.27
4010086,SOUTHLAKE PKWY @ MT ZION RD,MT ZION RD @ CORPORATE CENTER DR,33.569388,-84.337768,33.570086,-84.332663,0.298
4010087,SOUTHLAKE PKWY @ MT ZION RD,MT ZION RD @ CORPORATE CENTER DR,33.569388,-84.337768,33.570541,-84.333241,0.273
4010098,MT ZION RD @ 1987,MT ZION PKWY @ MT ZION BLVD,33.563542,-84.325136,33.562199,-84.320733,0.27
4010099,MT ZION RD @ 1987,MT ZION PKWY @ MT ZION BLVD,33.563542,-84.325136,33.562037,-84.319497,0.341
4010100,MT ZION PKWY @ MT ZION BLVD,MT ZION PKWY @ 2201,33.562199,-84.320733,33.561554,-84.317621,0.185
4010101,MT ZION PKWY @ MT ZION BLVD,MT ZION PKWY @ 2201,33.562037,-84.319497,33.561554,-84.317621,0.113
4010102,MT ZION PKWY @ 2201,MT ZION PKWY @ MT ZION RD,33.561554,-84.317621,33.558572,-84.31388,0.298
4010103,MT ZION PKWY @ 2201,MT ZION PKWY @ MT ZION RD,33.561554,-84.317621,33.558187,-84.313631,0.327
4010104,MT ZION PKWY @ MT ZION RD,MT ZION PKWY @ WAGON WHEEL CT,33.558572,-84.31388,33.555581,-84.310539,0.282
4010105,MT ZION PKWY @ MT ZION RD,MT ZION PKWY @ WAGON WHEEL CT,33.558187,-84.313631,33.555581,-84.310539,0.253
4010106,MT ZION PKWY @ WAGON WHEEL CT,MT ZION PKWY @ FIELDSTONE PKWY,33.555581,-84.310539,33.553065,-84.303959,0.417
4010107,MT ZION PKWY @ FIELDSTONE PKWY,MT ZION PKWY @ FIELDER RD,33.553065,-84.303959,33.552732,-84.300966,0.174
4010108,MT ZION PKWY @ FIELDSTONE PKWY,MT ZION PKWY @ FIELDER RD,33.553065,-84.303959,33.552687,-84.300424,0.205
4010109,MT ZION PKWY @ FIELDER RD,MT ZION RD @ 2839,33.552732,-84.300966,33.555761,-84.297727,0.28
4010110,MT ZION PKWY @ FIELDER RD,MT ZION RD @ 2839,33.552687,-84.300424,33.555761,-84.297727,0.263
4010111,MT ZION RD @ 2839,MT ZION RD @ 2923,33.555761,-84.297727,33.555287,-84.295721,0.12
4010112,MT ZION RD @ 2923,MT ZION RD @ 3156,33.555287,-84.295721,33.552731,-84.287635,0.498
4010113,MT ZION RD @ 3156,MT ZION RD @ 3196,33.552731,-84.287635,33.551749,-84.282784,0.287
4010114,MT ZION RD @ 3156,MT ZION RD @ 3196,33.552731,-84.287635,33.55165,-84.282788,0.289
4010115,MT ZION RD @ 3196,MT ZION RD @ CAMERON LANDING DR,33.551749,-84.282784,33.551068,-84.278836,0.232
4010116,MT ZION RD @ 3196,MT ZION RD @ CAMERON LANDING DR,33.551749,-84.282784,33.550994,-84.278975,0.225
4010117,MT ZION RD @ 3196,MT ZION RD @ CAMERON LANDING DR,33.55165,-84.282788,33.551068,-84.278836,0.231
4010118,MT ZION RD @ 3196,MT ZION RD @ CAMERON LANDING DR,33.55165,-84.282788,33.550994,-84.278975,0.224
4010119,MT ZION RD @ CAMERON LANDING DR,LAKE SPIVEY PKWY @ 3576,33.551068,-84.278836,33.551141,-84.273548,0.305
4010120,MT ZION RD @ CAMERON LANDING DR,LAKE SPIVEY PKWY @ 3576,33.550994,-84.278975,33.551141,-84.273548,0.313
4010121,LAKE SPIVEY PKWY @ 3576,DAVIDSON CIR W @ 7419,33.551141,-84.273548,33.552329,-84.266781,0.398
4010122,DAVIDSON CIR W @ 7419,DAVIDSON PKWY @ DAVIDSON CIR E,33.552329,-84.266781,33.552619,-84.265418,0.081
4011689,DAVIDSON PKWY @ DAVIDSON CIR E,LAKE SPIVEY PKWY @ CAMERON PKWY,33.552619,-84.265418,33.551422,-84.273641,0.481
4011690,LAKE SPIVEY PKWY @ CAMERON PKWY,MT ZION RD @ CAMERON LANDING DR,33.551422,-84.273641,33.551068,-84.278836,0.3
4011691,LAKE SPIVEY PKWY @ CAMERON PKWY,MT ZION RD @ CAMERON LANDING DR,33.551422,-84.273641,33.550994,-84.278975,0.309
4011692,MT ZION RD @ CAMERON LANDING DR,MT ZION RD @ 3196,33.551068,-84.278836,33.551749,-84.282784,0.232
4011693,MT ZION RD @ CAMERON LANDING DR,MT ZION RD @ 3196,33.551068,-84.278836,33.55165,-84.282788,0.231
4011694,MT ZION RD @ CAMERON LANDING DR,MT ZION RD @ 3196,33.550994,-84.278975,33.551749,-84.282784,0.225
4011695,MT ZION RD @ CAMERON LANDING DR,MT ZION RD @ 3196,33.550994,-84.278975,33.55165,-84.282788,0.224
4011696,MT ZION RD @ 3196,MT ZION RD @ WINNSTEAD WAY,33.551749,-84.282784,33.553129,-84.289511,0.399
4011697,MT ZION RD @ 3196,MT ZION RD @ WINNSTEAD WAY,33.55165,-84.282788,33.553129,-84.289511,0.4
4011698,MT ZION RD @ WINNSTEAD WAY,MT ZION RD @ LAUREL CREEK DR,33.553129,-84.289511,33.554661,-84.292469,0.201
4011699,MT ZION RD @ LAUREL CREEK DR,MT ZION RD @ 2846,33.554661,-84.292469,33.555805,-84.297459,0.298
4011700,MT ZION RD @ 2846,MT ZION PKWY @ FIELDER RD,33.555805,-84.297459,33.552732,-84.300966,0.293
4011701,MT ZION RD @ 2846,MT ZION PKWY @ FIELDER RD,33.555805,-84.297459,33.552687,-84.300424,0.275
4011702,MT ZION PKWY @ FIELDER RD,MT ZION PKWY @ CARRINGTON PARK,33.552732,-84.300966,33.553207,-84.303582,0.154
4011703,MT ZION PKWY @ FIELDER RD,MT ZION PKWY @ CARRINGTON PARK,33.552687,-84.300424,33.553207,-84.303582,0.185
4011704,MT ZION PKWY @ CARRINGTON PARK,MT ZION PKWY @ 2530,33.553207,-84.303582,33.554728,-84.308367,0.295
4011705,MT ZION PKWY @ 2530,MT ZION PKWY @ MT ZION RD,33.554728,-84.308367,33.558572,-84.31388,0.414
4011706,MT ZION PKWY @ 2530,MT ZION PKWY @ MT ZION RD,33.554728,-84.308367,33.558187,-84.313631,0.386
4011707,MT ZION PKWY @ MT ZION RD,MT ZION PKWY @ 2256,33.558572,-84.31388,33.561524,-84.316725,0.262
4011708,MT ZION PKWY @ MT ZION RD,MT ZION PKWY @ 2256,33.558187,-84.313631,33.561524,-84.316725,0.291
4011709,MT ZION PKWY @ 2256,MT ZION PKWY @ MT ZION BLVD,33.561524,-84.316725,33.562199,-84.320733,0.235
4011710,MT ZION PKWY @ 2256,MT ZION PKWY @ MT ZION BLVD,33.561524,-84.316725,33.562037,-84.319497,0.163
4011711,MT ZION PKWY @ MT ZION BLVD,MT ZION RD @ 2042,33.562199,-84.320733,33.562557,-84.323564,0.165
4011712,MT ZION PKWY @ MT ZION BLVD,MT ZION RD @ 2042,33.562037,-84.319497,33.562557,-84.323564,0.237
4011723,MT ZION RD @ CORPORATE CENTER DR,SOUTHLAKE PKWY @ MT ZION RD,33.570086,-84.332663,33.570638,-84.337928,0.305
4011724,MT ZION RD @ CORPORATE CENTER DR,SOUTHLAKE PKWY @ MT ZION RD,33.570086,-84.332663,33.569388,-84.337768,0.298
4011725,MT ZION RD @ CORPORATE CENTER DR,SOUTHLAKE PKWY @ MT ZION RD,33.570541,-84.333241,33.570638,-84.337928,0.27
4011726,MT ZION RD @ CORPORATE CENTER DR,SOUTHLAKE PKWY @ MT ZION RD,33.570541,-84.333241,33.569388,-84.337768,0.273
4011746,BATTLE CREEK RD @ HOWARD CIR,BATTLE CREEK RD @ TARA BLVD,33.55571,-84.368409,33.555512,-84.369745,0.078
4011747,BATTLE CREEK RD @ HOWARD CIR,BATTLE CREEK RD @ TARA BLVD,33.55571,-84.368409,33.555617,-84.371278,0.165
4011748,BATTLE CREEK RD @ TARA BLVD,BATTLE CREEK RD @ VALLEY HILL RD,33.555512,-84.369745,33.555757,-84.374474,0.273
4011749,BATTLE CREEK RD @ TARA BLVD,BATTLE CREEK RD @ VALLEY HILL RD,33.555617,-84.371278,33.555757,-84.374474,0.184
4011750,BATTLE CREEK RD @ VALLEY HILL RD,VALLEY HILL RD @ MOCKINGBIRD TRL,33.555757,-84.374474,33.55666,-84.378291,0.228
4011751,VALLEY HILL RD @ MOCKINGBIRD TRL,VALLEY HILL RD @ LADY HEIDI CT,33.55666,-84.378291,33.557393,-84.383034,0.278
4011752,VALLEY HILL RD @ LADY HEIDI CT,VALLEY HILL RD @ 94,33.557393,-84.383034,33.558433,-84.387077,0.244
4011753,VALLEY HILL RD @ 94,VALLEY HILL RD @ 93,33.558433,-84.387077,33.563728,-84.391213,0.437
4011754,VALLEY HILL RD @ 93,VALLEY HILL RD @ JONATHAN RD,33.563728,-84.391213,33.566231,-84.394363,0.251
4011755,VALLEY HILL RD @ JONATHAN RD,VALLEY HILL RD SW @ EUNICE DR,33.566231,-84.394363,33.566852,-84.39705,0.161
4011756,VALLEY HILL RD @ JONATHAN RD,VALLEY HILL RD SW @ EUNICE DR,33.566231,-84.394363,33.56695,-84.397391,0.181
4011757,VALLEY HILL RD SW @ EUNICE DR,VALLEY HILL RD SW @ WESTFIELD DR,33.566852,-84.39705,33.568385,-84.39946,0.175
4011758,VALLEY HILL RD SW @ EUNICE DR,VALLEY HILL RD SW @ WESTFIELD DR,33.566852,-84.39705,33.568206,-84.398984,0.145
4011759,VALLEY HILL RD SW @ EUNICE DR,VALLEY HILL RD SW @ WESTFIELD DR,33.56695,-84.397391,33.568385,-84.39946,0.155
4011760,VALLEY HILL RD SW @ EUNICE DR,VALLEY HILL RD SW @ WESTFIELD DR,33.56695,-84.397391,33.568206,-84.398984,0.126
4011761,VALLEY HILL RD SW @ WESTFIELD DR,VALLEY HILL RD @ HEATHROW DR,33.568385,-84.39946,33.569499,-84.401899,0.16
4011762,VALLEY HILL RD SW @ WESTFIELD DR,VALLEY HILL RD @ HEATHROW DR,33.568206,-84.398984,33.569499,-84.401899,0.19
4011763,VALLEY HILL RD @ HEATHROW DR,LAMAR HUTCHESON PKWY @ 6842,33.569499,-84.401899,33.56857,-84.403703,0.122
4011768,LAMAR HUTCHESON PKWY @ 618,CHURCH ST @ BETHSAIDA RD,33.561217,-84.410739,33.560604,-84.416968,0.361
4011769,LAMAR HUTCHESON PKWY @ 618,CHURCH ST @ BETHSAIDA RD,33.561217,-84.410739,33.561217,-84.416755,0.346
4029650,SR 85 @ CHURCH ST,SR 138 @ SR 85,33.554348,-84.414488,33.548697,-84.413055,0.399
4029651,SR 85 @ CHURCH ST,SR 138 @ SR 85,33.554348,-84.414488,33.548816,-84.41292,0.393
4029652,SR 138 @ SR 85,SR 138 @ WINDEREMERE DR,33.548697,-84.413055,33.54684,-84.408245,0.305
4029653,SR 138 @ SR 85,SR 138 @ WINDEREMERE DR,33.548697,-84.413055,33.546832,-84.407822,0.328
4029654,SR 138 @ SR 85,SR 138 @ WINDEREMERE DR,33.548816,-84.41292,33.54684,-84.408245,0.302
4029655,SR 138 @ SR 85,SR 138 @ WINDEREMERE DR,33.548816,-84.41292,33.546832,-84.407822,0.324
4029656,SR 138 @ WINDEREMERE DR,SR 138 @ TAYLOR RD,33.54684,-84.408245,33.544686,-84.402876,0.343
4029657,SR 138 @ WINDEREMERE DR,SR 138 @ TAYLOR RD,33.54684,-84.408245,33.544686,-84.402735,0.35
4029658,SR 138 @ WINDEREMERE DR,SR 138 @ TAYLOR RD,33.546832,-84.407822,33.544686,-84.402876,0.321
4029659,SR 138 @ WINDEREMERE DR,SR 138 @ TAYLOR RD,33.546832,-84.407822,33.544686,-84.402735,0.328
4029660,SR 138 @ TAYLOR RD,SR 138 @ ANTEBELLUM LN,33.544686,-84.402876,33.542139,-84.395945,0.436
4029661,SR 138 @ TAYLOR RD,SR 138 @ ANTEBELLUM LN,33.544686,-84.402876,33.542282,-84.396379,0.409
4029662,SR 138 @ TAYLOR RD,SR 138 @ ANTEBELLUM LN,33.544686,-84.402735,33.542139,-84.395945,0.429
4029663,SR 138 @ TAYLOR RD,SR 138 @ ANTEBELLUM LN,33.544686,-84.402735,33.542282,-84.396379,0.402
4029664,SR 138 @ ANTEBELLUM LN,SR 138 @ ROUNTREE RD,33.542139,-84.395945,33.541532,-84.392096,0.226
4029665,SR 138 @ ANTEBELLUM LN,SR 138 @ ROUNTREE RD,33.542139,-84.395945,33.541622,-84.392193,0.219
4029666,SR 138 @ ANTEBELLUM LN,SR 138 @ ROUNTREE RD,33.542282,-84.396379,33.541532,-84.392096,0.252
4029667,SR 138 @ ANTEBELLUM LN,SR 138 @ ROUNTREE RD,33.542282,-84.396379,33.541622,-84.392193,0.245
4029668,SR 138 @ ROUNTREE RD,SR 138 @ KENDRICK RD,33.541532,-84.392096,33.53971,-84.385318,0.41
4029669,SR 138 @ ROUNTREE RD,SR 138 @ KENDRICK RD,33.541622,-84.392193,33.53971,-84.385318,0.417
4029670,SR 138 @ KENDRICK RD,SR 138 @ DEVONSHIRE DR,33.53971,-84.385318,33.537162,-84.377597,0.478
4029671,SR 138 @ DEVONSHIRE DR,SR 138 @ NORTH AVE,33.537162,-84.377597,33.535537,-84.371413,0.373
4029672,SR 138 @ DEVONSHIRE DR,SR 138 @ NORTH AVE,33.537162,-84.377597,33.535702,-84.371585,0.361
4029673,SR 138 @ NORTH AVE,SR 138 @ CROSS RD PKWY,33.535537,-84.371413,33.53691,-84.36877,0.179
4029674,SR 138 @ NORTH AVE,SR 138 @ CROSS RD PKWY,33.535537,-84.371413,33.537332,-84.368096,0.228
4029675,SR 138 @ NORTH AVE,SR 138 @ CROSS RD PKWY,33.535702,-84.371585,33.53691,-84.36877,0.182
4029676,SR 138 @ NORTH AVE,SR 138 @ CROSS RD PKWY,33.535702,-84.371585,33.537332,-84.368096,0.23
4029677,SR 138 @ CROSS RD PKWY,SR 138 @ TARA BLVD,33.53691,-84.36877,33.537782,-84.363608,0.303
4029678,SR 138 @ CROSS RD PKWY,SR 138 @ TARA BLVD,33.53691,-84.36877,33.538017,-84.36362,0.306
4029679,SR 138 @ CROSS RD PKWY,SR 138 @ TARA BLVD,33.537332,-84.368096,33.537782,-84.363608,0.26
4029680,SR 138 @ CROSS RD PKWY,SR 138 @ TARA BLVD,33.537332,-84.368096,33.538017,-84.36362,0.262
4029681,SR 138 @ TARA BLVD,SR 138 @ N MAIN ST,33.537782,-84.363608,33.538358,-84.360929,0.159
4029682,SR 138 @ TARA BLVD,SR 138 @ N MAIN ST,33.538017,-84.36362,33.538358,-84.360929,0.157
4029683,SR 138 @ N MAIN ST,SR 138 @ TARA RD,33.538358,-84.360929,33.538934,-84.35772,0.189
4029684,SR 138 @ N MAIN ST,SR 138 @ TARA RD,33.538358,-84.360929,33.539135,-84.358332,0.159
4029685,SR 138 @ TARA RD,SR 138 @ SCARLETT DR,33.538934,-84.35772,33.53888,-84.35464,0.177
4029686,SR 138 @ TARA RD,SR 138 @ SCARLETT DR,33.538934,-84.35772,33.539067,-84.354693,0.175
4029687,SR 138 @ TARA RD,SR 138 @ SCARLETT DR,33.539135,-84.358332,33.53888,-84.35464,0.213
4029688,SR 138 @ TARA RD,SR 138 @ SCARLETT DR,33.539135,-84.358332,33.539067,-84.354693,0.21
4029689,SR 138 @ SCARLETT DR,N MCDONOUGH ST @ SR 138,33.53888,-84.35464,33.54048,-84.345895,0.516
4029690,SR 138 @ SCARLETT DR,N MCDONOUGH ST @ SR 138,33.53888,-84.35464,33.539579,-84.347058,0.439
4029691,SR 138 @ SCARLETT DR,N MCDONOUGH ST @ SR 138,33.539067,-84.354693,33.54048,-84.345895,0.516
4029692,SR 138 @ SCARLETT DR,N MCDONOUGH ST @ SR 138,33.539067,-84.354693,33.539579,-84.347058,0.441
4029693,N MCDONOUGH ST @ SR 138,SOUTHLAKE PKWY @ MT ZION BLVD,33.54048,-84.345895,33.544427,-84.343474,0.306
4029694,N MCDONOUGH ST @ SR 138,SOUTHLAKE PKWY @ MT ZION BLVD,33.54048,-84.345895,33.543614,-84.34394,0.244
4029695,N MCDONOUGH ST @ SR 138,SOUTHLAKE PKWY @ MT ZION BLVD,33.539579,-84.347058,33.544427,-84.343474,0.393
4029696,N MCDONOUGH ST @ SR 138,SOUTHLAKE PKWY @ MT ZION BLVD,33.539579,-84.347058,33.543614,-84.34394,0.332
4029697,SOUTHLAKE PKWY @ MT ZION BLVD,SOUTHLAKE PKWY @ 7576,33.544427,-84.343474,33.548098,-84.341933,0.269
4029698,SOUTHLAKE PKWY @ MT ZION BLVD,SOUTHLAKE PKWY @ 7576,33.543614,-84.34394,33.548098,-84.341933,0.331
4029699,SOUTHLAKE PKWY @ 7576,SOUTHLAKE PKWY @ 7420,33.548098,-84.341933,33.551353,-84.340572,0.238
4029700,SOUTHLAKE PKWY @ 7576,SOUTHLAKE PKWY @ 7420,33.548098,-84.341933,33.551274,-84.340735,0.23
4029701,SOUTHLAKE PKWY @ 7420,SOUTHLAKE PKWY @ BATTLE CREEK RD,33.551353,-84.340572,33.553385,-84.339844,0.147
4029702,SOUTHLAKE PKWY @ 7420,SOUTHLAKE PKWY @ BATTLE CREEK RD,33.551353,-84.340572,33.553647,-84.339537,0.169
4029703,SOUTHLAKE PKWY @ 7420,SOUTHLAKE PKWY @ BATTLE CREEK RD,33.551274,-84.340735,33.553385,-84.339844,0.155
4029704,SOUTHLAKE PKWY @ 7420,SOUTHLAKE PKWY @ BATTLE CREEK RD,33.551274,-84.340735,33.553647,-84.339537,0.178
4029721,SOUTHLAKE PKWY @ S LEE ST,SOUTHLAKE MALL,33.573499,-84.340982,33.573786,-84.350014,0.52
4029722,SOUTHLAKE PKWY @ S LEE ST,SOUTHLAKE MALL,33.573309,-84.340901,33.573786,-84.350014,0.526
4031145,SOUTHLAKE MALL,SOUTHLAKE PKWY @ S LEE ST,33.573786,-84.350014,33.573499,-84.340982,0.52
4031146,SOUTHLAKE MALL,SOUTHLAKE PKWY @ S LEE ST,33.573786,-84.350014,33.573309,-84.340901,0.526
4031162,SOUTHLAKE PKWY @ BATTLE CREEK RD,SOUTHLAKE PKWY @ 7420,33.553385,-84.339844,33.551353,-84.340572,0.147
4031163,SOUTHLAKE PKWY @ BATTLE CREEK RD,SOUTHLAKE PKWY @ 7420,33.553385,-84.339844,33.551274,-84.340735,0.155
4031164,SOUTHLAKE PKWY @ BATTLE CREEK RD,SOUTHLAKE PKWY @ 7420,33.553647,-84.339537,33.551353,-84.340572,0.169
4031165,SOUTHLAKE PKWY @ BATTLE CREEK RD,SOUTHLAKE PKWY @ 7420,33.553647,-84.339537,33.551274,-84.340735,0.178
4031166,SOUTHLAKE PKWY @ 7420,SOUTHLAKE PKWY @ 7535,33.551353,-84.340572,33.547976,-84.342176,0.251
4031167,SOUTHLAKE PKWY @ 7420,SOUTHLAKE PKWY @ 7535,33.551274,-84.340735,33.547976,-84.342176,0.243
4031168,SOUTHLAKE PKWY @ 7535,SOUTHLAKE PKWY @ MT ZION BLVD,33.547976,-84.342176,33.544427,-84.343474,0.256
4031169,SOUTHLAKE PKWY @ 7535,SOUTHLAKE PKWY @ MT ZION BLVD,33.547976,-84.342176,33.543614,-84.34394,0.318
4031170,SOUTHLAKE PKWY @ MT ZION BLVD,N MCDONOUGH ST @ SR 138,33.544427,-84.343474,33.54048,-84.345895,0.306
4031171,SOUTHLAKE PKWY @ MT ZION BLVD,N MCDONOUGH ST @ SR 138,33.544427,-84.343474,33.539579,-84.347058,0.393
4031172,SOUTHLAKE PKWY @ MT ZION BLVD,N MCDONOUGH ST @ SR 138,33.543614,-84.34394,33.54048,-84.345895,0.244
4031173,SOUTHLAKE PKWY @ MT ZION BLVD,N MCDONOUGH ST @ SR 138,33.543614,-84.34394,33.539579,-84.347058,0.332
4031174,N MCDONOUGH ST @ SR 138,SR 138 @ JONESBORO RD,33.54048,-84.345895,33.538984,-84.3505,0.285
4031175,N MCDONOUGH ST @ SR 138,SR 138 @ JONESBORO RD,33.539579,-84.347058,33.538984,-84.3505,0.202
4031176,SR 138 @ JONESBORO RD,SR 138 @ SCARLETT DR,33.538984,-84.3505,33.53888,-84.35464,0.239
4031177,SR 138 @ JONESBORO RD,SR 138 @ SCARLETT DR,33.538984,-84.3505,33.539067,-84.354693,0.242
4031178,SR 138 @ SCARLETT DR,SR 138 @ TARA RD,33.53888,-84.35464,33.538934,-84.35772,0.177
4031179,SR 138 @ SCARLETT DR,SR 138 @ TARA RD,33.53888,-84.35464,33.539135,-84.358332,0.213
4031180,SR 138 @ SCARLETT DR,SR 138 @ TARA RD,33.539067,-84.354693,33.538934,-84.35772,0.175
4031181,SR 138 @ SCARLETT DR,SR 138 @ TARA RD,33.539067,-84.354693,33.539135,-84.358332,0.21
4031182,SR 138 @ TARA RD,SR 138 @ N MAIN ST SE,33.538934,-84.35772,33.53844,-84.361293,0.209
4031183,SR 138 @ TARA RD,SR 138 @ N MAIN ST SE,33.539135,-84.358332,33.53844,-84.361293,0.177
4031184,SR 138 @ N MAIN ST SE,SR 138 @ TARA BLVD,33.53844,-84.361293,33.537782,-84.363608,0.141
4031185,SR 138 @ N MAIN ST SE,SR 138 @ TARA BLVD,33.53844,-84.361293,33.538017,-84.36362,0.137
4031186,SR 138 @ TARA BLVD,SR 138 @ CROSS RD PKWY,33.537782,-84.363608,33.53691,-84.36877,0.303
4031187,SR 138 @ TARA BLVD,SR 138 @ CROSS RD PKWY,33.537782,-84.363608,33.537332,-84.368096,0.26
4031188,SR 138 @ TARA BLVD,SR 138 @ CROSS RD PKWY,33.538017,-84.36362,33.53691,-84.36877,0.306
4031189,SR 138 @ TARA BLVD,SR 138 @ CROSS RD PKWY,33.538017,-84.36362,33.537332,-84.368096,0.262
4031190,SR 138 @ CROSS RD PKWY,SR 138 @ NORTH AVE,33.53691,-84.36877,33.535537,-84.371413,0.179
4031191,SR 138 @ CROSS RD PKWY,SR 138 @ NORTH AVE,33.53691,-84.36877,33.535702,-84.371585,0.182
4031192,SR 138 @ CROSS RD PKWY,SR 138 @ NORTH AVE,33.537332,-84.368096,33.535537,-84.371413,0.228
4031193,SR 138 @ CROSS RD PKWY,SR 138 @ NORTH AVE,33.537332,-84.368096,33.535702,-84.371585,0.23
4031194,SR 138 @ NORTH AVE,SR 138 @ RIVERVIEW PL,33.535537,-84.371413,33.537618,-84.378096,0.411
4031195,SR 138 @ NORTH AVE,SR 138 @ RIVERVIEW PL,33.535702,-84.371585,33.537618,-84.378096,0.398
4031196,SR 138 @ RIVERVIEW PL,SR 138 @ OLD ROUNDTREE RD,33.537618,-84.378096,33.539933,-84.38573,0.468
4031197,SR 138 @ OLD ROUNDTREE RD,SR 138 @ ROUNTREE RD,33.539933,-84.38573,33.541532,-84.392096,0.383
4031198,SR 138 @ OLD ROUNDTREE RD,SR 138 @ ROUNTREE RD,33.539933,-84.38573,33.541622,-84.392193,0.39
4031199,SR 138 @ ROUNTREE RD,SR 138 @ ANTEBELLUM LN,33.541532,-84.392096,33.542139,-84.395945,0.226
4031200,SR 138 @ ROUNTREE RD,SR 138 @ ANTEBELLUM LN,33.541532,-84.392096,33.542282,-84.396379,0.252
4031201,SR 138 @ ROUNTREE RD,SR 138 @ ANTEBELLUM LN,33.541622,-84.392193,33.542139,-84.395945,0.219
4031202,SR 138 @ ROUNTREE RD,SR 138 @ ANTEBELLUM LN,33.541622,-84.392193,33.542282,-84.396379,0.245
4031203,SR 138 @ ANTEBELLUM LN,SR 138 @ TAYLOR RD,33.542139,-84.395945,33.544686,-84.402876,0.436
4031204,SR 138 @ ANTEBELLUM LN,SR 138 @ TAYLOR RD,33.542139,-84.395945,33.544686,-84.402735,0.429
4031205,SR 138 @ ANTEBELLUM LN,SR 138 @ TAYLOR RD,33.542282,-84.396379,33.544686,-84.402876,0.409
4031206,SR 138 @ ANTEBELLUM LN,SR 138 @ TAYLOR RD,33.542282,-84.396379,33.544686,-84.402735,0.402
4031207,SR 138 @ TAYLOR RD,SR 138 @ WINDEREMERE DR,33.544686,-84.402876,33.54684,-84.408245,0.343
4031208,SR 138 @ TAYLOR RD,SR 138 @ WINDEREMERE DR,33.544686,-84.402876,33.546832,-84.407822,0.321
4031209,SR 138 @ TAYLOR RD,SR 138 @ WINDEREMERE DR,33.544686,-84.402735,33.54684,-84.408245,0.35
