,stop_1,stop_2,stop1_lat,stop1_lon,stop2_lat,stop2_lon,hav_distance
340532,CANDLER RD @ WHITE OAK DR,CANDLER RD @ ALSTON DR,33.743214,-84.290451,33.74464,-84.290885,0.102
340533,CANDLER RD @ WHITE OAK DR,CANDLER RD @ ALSTON DR,33.742948,-84.290027,33.74464,-84.290885,0.127
340534,CANDLER RD @ ALSTON DR,CANDLER RD @ 240,33.74464,-84.290885,33.745876,-84.291403,0.09
340535,CANDLER RD @ 240,CANDLER RD @ TUPELO ST,33.745876,-84.291403,33.748078,-84.292166,0.158
340536,CANDLER RD @ TUPELO ST,CANDLER RD @ CHEVELLE LN NE,33.748078,-84.292166,33.751533,-84.292219,0.239
340537,CANDLER RD @ CHEVELLE LN NE,S CANDLER ST @ E PHARR RD,33.751533,-84.292219,33.753296,-84.291936,0.123
340538,S CANDLER ST @ E PHARR RD,S CANDLER ST @ CANDLER DR,33.753296,-84.291936,33.754496,-84.291707,0.084
340539,S CANDLER ST @ CANDLER DR,S CANDLER ST @ OVERLOOK BLUFF,33.754496,-84.291707,33.756223,-84.291402,0.121
340540,S CANDLER ST @ OVERLOOK BLUFF,S CANDLER ST @ MIDWAY RD,33.756223,-84.291402,33.757616,-84.291196,0.097
340541,S CANDLER ST @ OVERLOOK BLUFF,S CANDLER ST @ MIDWAY RD,33.756223,-84.291402,33.757945,-84.291384,0.119
340542,S CANDLER ST @ MIDWAY RD,S CANDLER ST @ BUCHANAN TER,33.757616,-84.291196,33.759016,-84.291335,0.097
340543,S CANDLER ST @ MIDWAY RD,S CANDLER ST @ BUCHANAN TER,33.757616,-84.291196,33.759123,-84.291488,0.105
340544,S CANDLER ST @ MIDWAY RD,S CANDLER ST @ BUCHANAN TER,33.757945,-84.291384,33.759016,-84.291335,0.074
340545,S CANDLER ST @ MIDWAY RD,S CANDLER ST @ BUCHANAN TER,33.757945,-84.291384,33.759123,-84.291488,0.082
340546,S CANDLER ST @ BUCHANAN TER,S CANDLER ST @ KIRK RD,33.759016,-84.291335,33.761254,-84.292606,0.171
340547,S CANDLER ST @ BUCHANAN TER,S CANDLER ST @ KIRK RD,33.759016,-84.291335,33.760701,-84.292503,0.134
340548,S CANDLER ST @ BUCHANAN TER,S CANDLER ST @ KIRK RD,33.759123,-84.291488,33.761254,-84.292606,0.161
340549,S CANDLER ST @ BUCHANAN TER,S CANDLER ST @ KIRK RD,33.759123,-84.291488,33.760701,-84.292503,0.124
340550,S CANDLER ST @ KIRK RD,S CANDLER ST @ DAVIS ST,33.761254,-84.292606,33.763027,-84.292313,0.124
340551,S CANDLER ST @ KIRK RD,S CANDLER ST @ DAVIS ST,33.760701,-84.292503,33.763027,-84.292313,0.161
340552,S CANDLER ST @ DAVIS ST,S CANDLER ST @ HANCOCK ST,33.763027,-84.292313,33.764172,-84.292465,0.08
340553,S CANDLER ST @ HANCOCK ST,S CANDLER ST @ DOUGHERTY ST,33.764172,-84.292465,33.766812,-84.292615,0.183
340554,S CANDLER ST @ DOUGHERTY ST,S CANDLER ST @ 206,33.766812,-84.292615,33.767815,-84.292582,0.069
340555,S CANDLER ST @ 206,S CANDLER ST @ COLLEGE AVE,33.767815,-84.292582,33.770584,-84.292389,0.192
340556,S CANDLER ST @ COLLEGE AVE,E TRINITY PL @ CHURCH ST,33.770584,-84.292389,33.772738,-84.294798,0.203
340557,S CANDLER ST @ COLLEGE AVE,E TRINITY PL @ CHURCH ST,33.770584,-84.292389,33.772769,-84.295058,0.215
340558,E TRINITY PL @ CHURCH ST,W TRINITY PL @ COMMERCE DR,33.772738,-84.294798,33.773634,-84.297897,0.188
340559,E TRINITY PL @ CHURCH ST,W TRINITY PL @ COMMERCE DR,33.772769,-84.295058,33.773634,-84.297897,0.174
340560,W TRINITY PL @ COMMERCE DR,W TRINITY PL @ SWANTON WAY,33.773634,-84.297897,33.77365,-84.300165,0.13
340561,W TRINITY PL @ SWANTON WAY,DECATUR STATION - BUS LOOP,33.77365,-84.300165,33.774663,-84.297516,0.167
341617,CANDLER RD @ S RAINBOW DR,CANDLER RD @ RAINBOW DR,33.70667,-84.271997,33.709606,-84.271962,0.203
341618,CANDLER RD @ S RAINBOW DR,CANDLER RD @ RAINBOW DR,33.70667,-84.271997,33.709669,-84.271854,0.207
341619,CANDLER RD @ S RAINBOW DR,CANDLER RD @ RAINBOW DR,33.706799,-84.271774,33.709606,-84.271962,0.194
341620,CANDLER RD @ S RAINBOW DR,CANDLER RD @ RAINBOW DR,33.706799,-84.271774,33.709669,-84.271854,0.198
341621,CANDLER RD @ RAINBOW DR,CANDLER RD @ RAINBOW WAY,33.709606,-84.271962,33.711256,-84.271464,0.118
341622,CANDLER RD @ RAINBOW DR,CANDLER RD @ RAINBOW WAY,33.709669,-84.271854,33.711256,-84.271464,0.112
343789,LINECREST RD @ 3800,LINECREST RD @ CATALPA WAY,33.653653,-84.236214,33.652268,-84.239158,0.194
343790,LINECREST RD @ CATALPA WAY,LINECREST RD @ RIDGETOP DR,33.652268,-84.239158,33.651277,-84.243904,0.281
343791,LINECREST RD @ RIDGETOP DR,LINECREST RD @ DAVANA DR,33.651277,-84.243904,33.650269,-84.248725,0.286
343792,LINECREST RD @ DAVANA DR,LINECREST RD @ LINCOLNDALE DR,33.650269,-84.248725,33.648677,-84.251604,0.199
343793,LINECREST RD @ LINCOLNDALE DR,CLEVEMONT RD @ CLEVEMONT CT,33.648677,-84.251604,33.648661,-84.254025,0.139
343794,CLEVEMONT RD @ CLEVEMONT CT,CLEVEMONT RD @ CLEVEMONT WAY,33.648661,-84.254025,33.652356,-84.253681,0.256
343795,CLEVEMONT RD @ CLEVEMONT WAY,CLEVEMONT RD @ LINEVIEW DR,33.652356,-84.253681,33.653853,-84.253564,0.104
343796,CLEVEMONT RD @ LINEVIEW DR,CLEVEMONT RD @ 4203,33.653853,-84.253564,33.655338,-84.252293,0.126
343797,CLEVEMONT RD @ 4203,RIVER RD @ RIVER MILL LN,33.655338,-84.252293,33.66198,-84.24609,0.581
343798,RIVER RD @ RIVER MILL LN,RIVER RD @ 3796,33.66198,-84.24609,33.665354,-84.245484,0.236
343799,RIVER RD @ RIVER MILL LN,RIVER RD @ 3796,33.66198,-84.24609,33.665047,-84.245442,0.215
343800,RIVER RD @ 3796,RIVER RD @ RIVERVIEW CLUB DR,33.665354,-84.245484,33.666336,-84.245115,0.071
343801,RIVER RD @ 3796,RIVER RD @ RIVERVIEW CLUB DR,33.665354,-84.245484,33.666419,-84.245229,0.075
343802,RIVER RD @ 3796,RIVER RD @ RIVERVIEW CLUB DR,33.665047,-84.245442,33.666336,-84.245115,0.091
343803,RIVER RD @ 3796,RIVER RD @ RIVERVIEW CLUB DR,33.665047,-84.245442,33.666419,-84.245229,0.096
343804,RIVER RD @ RIVERVIEW CLUB DR,RIVER RD @ RIVERCHASE DR,33.666336,-84.245115,33.672438,-84.24813,0.456
343805,RIVER RD @ RIVERVIEW CLUB DR,RIVER RD @ RIVERCHASE DR,33.666336,-84.245115,33.672658,-84.248171,0.471
343806,RIVER RD @ RIVERVIEW CLUB DR,RIVER RD @ RIVERCHASE DR,33.666419,-84.245229,33.672438,-84.24813,0.448
343807,RIVER RD @ RIVERVIEW CLUB DR,RIVER RD @ RIVERCHASE DR,33.666419,-84.245229,33.672658,-84.248171,0.463
343808,RIVER RD @ RIVERCHASE DR,RIVER RD @ KRISTA LN,33.672438,-84.24813,33.67436,-84.249636,0.159
343809,RIVER RD @ RIVERCHASE DR,RIVER RD @ KRISTA LN,33.672438,-84.24813,33.674396,-84.249853,0.168
343810,RIVER RD @ RIVERCHASE DR,RIVER RD @ KRISTA LN,33.672658,-84.248171,33.67436,-84.249636,0.145
343811,RIVER RD @ RIVERCHASE DR,RIVER RD @ KRISTA LN,33.672658,-84.248171,33.674396,-84.249853,0.154
343812,RIVER RD @ KRISTA LN,RIVER RD @ WELLHAUN RD,33.67436,-84.249636,33.674201,-84.253263,0.209
343813,RIVER RD @ KRISTA LN,RIVER RD @ WELLHAUN RD,33.67436,-84.249636,33.673975,-84.253499,0.224
343814,RIVER RD @ KRISTA LN,RIVER RD @ WELLHAUN RD,33.674396,-84.249853,33.674201,-84.253263,0.197
343815,RIVER RD @ KRISTA LN,RIVER RD @ WELLHAUN RD,33.674396,-84.249853,33.673975,-84.253499,0.212
343816,RIVER RD @ WELLHAUN RD,RIVER RD @ WALDROP RD,33.674201,-84.253263,33.674377,-84.258003,0.273
343817,RIVER RD @ WELLHAUN RD,RIVER RD @ WALDROP RD,33.673975,-84.253499,33.674377,-84.258003,0.26
343818,RIVER RD @ WALDROP RD,RIVER RD @ RIVERSIDE PKWY,33.674377,-84.258003,33.673768,-84.262386,0.256
343819,RIVER RD @ WALDROP RD,RIVER RD @ RIVERSIDE PKWY,33.674377,-84.258003,33.673839,-84.26231,0.25
343820,RIVER RD @ RIVERSIDE PKWY,RIVER RD @ GRAY BIRCH DR,33.673768,-84.262386,33.673957,-84.264037,0.096
343821,RIVER RD @ RIVERSIDE PKWY,RIVER RD @ GRAY BIRCH DR,33.673839,-84.26231,33.673957,-84.264037,0.1
343822,RIVER RD @ GRAY BIRCH DR,RIVER RD @ OAKVALE RD,33.673957,-84.264037,33.674092,-84.265666,0.094
343823,RIVER RD @ GRAY BIRCH DR,RIVER RD @ OAKVALE RD,33.673957,-84.264037,33.674011,-84.265981,0.112
343824,RIVER RD @ OAKVALE RD,RIVER RD @ CONLEY DOWNS DR,33.674092,-84.265666,33.673332,-84.268631,0.178
343825,RIVER RD @ OAKVALE RD,RIVER RD @ CONLEY DOWNS DR,33.674092,-84.265666,33.673395,-84.268707,0.181
343826,RIVER RD @ OAKVALE RD,RIVER RD @ CONLEY DOWNS DR,33.674011,-84.265981,33.673332,-84.268631,0.159
343827,RIVER RD @ OAKVALE RD,RIVER RD @ CONLEY DOWNS DR,33.674011,-84.265981,33.673395,-84.268707,0.162
343828,RIVER RD @ CONLEY DOWNS DR,RIVER RD @ RIVER RIDGE CT,33.673332,-84.268631,33.673611,-84.270618,0.116
343829,RIVER RD @ CONLEY DOWNS DR,RIVER RD @ RIVER RIDGE CT,33.673332,-84.268631,33.673574,-84.270898,0.131
343830,RIVER RD @ CONLEY DOWNS DR,RIVER RD @ RIVER RIDGE CT,33.673395,-84.268707,33.673611,-84.270618,0.111
343831,RIVER RD @ CONLEY DOWNS DR,RIVER RD @ RIVER RIDGE CT,33.673395,-84.268707,33.673574,-84.270898,0.127
343832,RIVER RD @ RIVER RIDGE CT,RIVER RD @ SEABASS RD,33.673611,-84.270618,33.67423,-84.274158,0.208
343833,RIVER RD @ RIVER RIDGE CT,RIVER RD @ SEABASS RD,33.673611,-84.270618,33.674194,-84.2738,0.187
343834,RIVER RD @ RIVER RIDGE CT,RIVER RD @ SEABASS RD,33.673574,-84.270898,33.67423,-84.274158,0.193
343835,RIVER RD @ RIVER RIDGE CT,RIVER RD @ SEABASS RD,33.673574,-84.270898,33.674194,-84.2738,0.172
343836,RIVER RD @ SEABASS RD,RIVER RD @ PANTHERSVILLE RD,33.67423,-84.274158,33.673488,-84.276624,0.151
343837,RIVER RD @ SEABASS RD,RIVER RD @ PANTHERSVILLE RD,33.67423,-84.274158,33.673614,-84.277265,0.184
343838,RIVER RD @ SEABASS RD,RIVER RD @ PANTHERSVILLE RD,33.674194,-84.2738,33.673488,-84.276624,0.17
343839,RIVER RD @ SEABASS RD,RIVER RD @ PANTHERSVILLE RD,33.674194,-84.2738,33.673614,-84.277265,0.203
343840,RIVER RD @ PANTHERSVILLE RD,PANTHERSVILLE RD @ RIVER SUMMIT LN,33.673488,-84.276624,33.675878,-84.277024,0.167
343841,RIVER RD @ PANTHERSVILLE RD,PANTHERSVILLE RD @ RIVER SUMMIT LN,33.673488,-84.276624,33.676317,-84.277133,0.198
343842,RIVER RD @ PANTHERSVILLE RD,PANTHERSVILLE RD @ RIVER SUMMIT LN,33.673614,-84.277265,33.675878,-84.277024,0.157
343843,RIVER RD @ PANTHERSVILLE RD,PANTHERSVILLE RD @ RIVER SUMMIT LN,33.673614,-84.277265,33.676317,-84.277133,0.187
352207,DECATUR STATION - BUS LOOP,SWANTON WAY @ W TRINIY PL,33.774663,-84.297516,33.773738,-84.300574,0.187
352208,SWANTON WAY @ W TRINIY PL,E TRINITY PL @ CHURCH ST,33.773738,-84.300574,33.772738,-84.294798,0.339
352209,SWANTON WAY @ W TRINIY PL,E TRINITY PL @ CHURCH ST,33.773738,-84.300574,33.772769,-84.295058,0.324
352210,E TRINITY PL @ CHURCH ST,S CANDLER ST @ E COLLEGE AVE,33.772738,-84.294798,33.770232,-84.29269,0.211
352211,E TRINITY PL @ CHURCH ST,S CANDLER ST @ E COLLEGE AVE,33.772769,-84.295058,33.770232,-84.29269,0.222
352212,S CANDLER ST @ E COLLEGE AVE,S CANDLER ST @ 184,33.770232,-84.29269,33.76811,-84.292658,0.147
352213,S CANDLER ST @ 184,S CANDLER ST @ E DOUGHERTY ST,33.76811,-84.292658,33.766884,-84.292713,0.085
352214,S CANDLER ST @ E DOUGHERTY ST,S CANDLER ST @ E HANCOCK ST,33.766884,-84.292713,33.764548,-84.292714,0.161
352215,S CANDLER ST @ E HANCOCK ST,S CANDLER ST @ E DAVIS ST,33.764548,-84.292714,33.763348,-84.292562,0.083
352216,S CANDLER ST @ E DAVIS ST,S CANDLER ST @ KIRK RD,33.763348,-84.292562,33.761254,-84.292606,0.145
352217,S CANDLER ST @ E DAVIS ST,S CANDLER ST @ KIRK RD,33.763348,-84.292562,33.760701,-84.292503,0.183
352218,S CANDLER ST @ KIRK RD,S CANDLER ST @ BUCHANAN TER,33.761254,-84.292606,33.759016,-84.291335,0.171
352219,S CANDLER ST @ KIRK RD,S CANDLER ST @ BUCHANAN TER,33.761254,-84.292606,33.759123,-84.291488,0.161
352220,S CANDLER ST @ KIRK RD,S CANDLER ST @ BUCHANAN TER,33.760701,-84.292503,33.759016,-84.291335,0.134
352221,S CANDLER ST @ KIRK RD,S CANDLER ST @ BUCHANAN TER,33.760701,-84.292503,33.759123,-84.291488,0.124
352222,S CANDLER ST @ BUCHANAN TER,S CANDLER ST @ MIDWAY RD,33.759016,-84.291335,33.757616,-84.291196,0.097
352223,S CANDLER ST @ BUCHANAN TER,S CANDLER ST @ MIDWAY RD,33.759016,-84.291335,33.757945,-84.291384,0.074
352224,S CANDLER ST @ BUCHANAN TER,S CANDLER ST @ MIDWAY RD,33.759123,-84.291488,33.757616,-84.291196,0.105
352225,S CANDLER ST @ BUCHANAN TER,S CANDLER ST @ MIDWAY RD,33.759123,-84.291488,33.757945,-84.291384,0.082
352226,S CANDLER ST @ MIDWAY RD,S CANDLER ST @ BROWER ST,33.757616,-84.291196,33.756357,-84.291532,0.089
352227,S CANDLER ST @ MIDWAY RD,S CANDLER ST @ BROWER ST,33.757945,-84.291384,33.756357,-84.291532,0.11
352228,S CANDLER ST @ BROWER ST,CANDLER ST @ CANDLER DR,33.756357,-84.291532,33.755059,-84.291718,0.09
352229,CANDLER ST @ CANDLER DR,CANDLER ST @ E PHARR RD,33.755059,-84.291718,33.753878,-84.291914,0.082
352230,CANDLER ST @ E PHARR RD,CANDLER RD @ HOSEA L WILLIAMS DR,33.753878,-84.291914,33.751678,-84.292442,0.155
352231,CANDLER RD @ HOSEA L WILLIAMS DR,CANDLER RD @ TUPELO ST SE,33.751678,-84.292442,33.748785,-84.292383,0.2
352232,CANDLER RD @ TUPELO ST SE,CANDLER RD @ MEMORIAL DR SE,33.748785,-84.292383,33.747263,-84.292145,0.106
352233,CANDLER RD @ MEMORIAL DR SE,CANDLER RD @ ALSTON DR SE,33.747263,-84.292145,33.744775,-84.291048,0.183
352234,CANDLER RD @ ALSTON DR SE,CANDLER RD @ WHITE OAK DR,33.744775,-84.291048,33.743214,-84.290451,0.113
352235,CANDLER RD @ ALSTON DR SE,CANDLER RD @ WHITE OAK DR,33.744775,-84.291048,33.742948,-84.290027,0.139
352236,CANDLER RD @ WHITE OAK DR,CANDLER RD @ DAWES AVE,33.743214,-84.290451,33.742168,-84.289925,0.078
352237,CANDLER RD @ WHITE OAK DR,CANDLER RD @ DAWES AVE,33.742948,-84.290027,33.742168,-84.289925,0.054
352238,CANDLER RD @ DAWES AVE,CANDLER RD @ SALMON AVE SE,33.742168,-84.289925,33.740809,-84.289137,0.104
352239,CANDLER RD @ SALMON AVE SE,CANDLER RD @ GLENWOOD RD,33.740809,-84.289137,33.739045,-84.288318,0.131
352240,CANDLER RD @ SALMON AVE SE,CANDLER RD @ GLENWOOD RD,33.740809,-84.289137,33.739457,-84.2883,0.105
352241,CANDLER RD @ GLENWOOD RD,CANDLER RD @ HILLSIDE AVE,33.739045,-84.288318,33.737281,-84.287323,0.135
352242,CANDLER RD @ GLENWOOD RD,CANDLER RD @ HILLSIDE AVE,33.739045,-84.288318,33.736988,-84.286934,0.163
352243,CANDLER RD @ GLENWOOD RD,CANDLER RD @ HILLSIDE AVE,33.739457,-84.2883,33.737281,-84.287323,0.16
352244,CANDLER RD @ GLENWOOD RD,CANDLER RD @ HILLSIDE AVE,33.739457,-84.2883,33.736988,-84.286934,0.188
352245,CANDLER RD @ HILLSIDE AVE,CANDLER RD @ NORTHVIEW AVE,33.737281,-84.287323,33.734537,-84.285588,0.214
352246,CANDLER RD @ HILLSIDE AVE,CANDLER RD @ NORTHVIEW AVE,33.737281,-84.287323,33.734444,-84.285278,0.229
352247,CANDLER RD @ HILLSIDE AVE,CANDLER RD @ NORTHVIEW AVE,33.736988,-84.286934,33.734537,-84.285588,0.186
352248,CANDLER RD @ HILLSIDE AVE,CANDLER RD @ NORTHVIEW AVE,33.736988,-84.286934,33.734444,-84.285278,0.2
352249,CANDLER RD @ NORTHVIEW AVE,CANDLER RD @ MELLVILLE AVE,33.734537,-84.285588,33.73319,-84.284478,0.113
352250,CANDLER RD @ NORTHVIEW AVE,CANDLER RD @ MELLVILLE AVE,33.734537,-84.285588,33.733655,-84.284695,0.08
352251,CANDLER RD @ NORTHVIEW AVE,CANDLER RD @ MELLVILLE AVE,33.734444,-84.285278,33.73319,-84.284478,0.098
352252,CANDLER RD @ NORTHVIEW AVE,CANDLER RD @ MELLVILLE AVE,33.734444,-84.285278,33.733655,-84.284695,0.064
352253,CANDLER RD @ MELLVILLE AVE,CANDLER RD @ MCAFEE RD,33.73319,-84.284478,33.731891,-84.283359,0.11
352254,CANDLER RD @ MELLVILLE AVE,CANDLER RD @ MCAFEE RD,33.73319,-84.284478,33.732321,-84.283587,0.079
352255,CANDLER RD @ MELLVILLE AVE,CANDLER RD @ MCAFEE RD,33.733655,-84.284695,33.731891,-84.283359,0.144
352256,CANDLER RD @ MELLVILLE AVE,CANDLER RD @ MCAFEE RD,33.733655,-84.284695,33.732321,-84.283587,0.112
352257,CANDLER RD @ MCAFEE RD,CANDLER RD @ TILSON RD,33.731891,-84.283359,33.729867,-84.281719,0.169
352258,CANDLER RD @ MCAFEE RD,CANDLER RD @ TILSON RD,33.731891,-84.283359,33.729975,-84.28161,0.166
352259,CANDLER RD @ MCAFEE RD,CANDLER RD @ TILSON RD,33.732321,-84.283587,33.729867,-84.281719,0.201
352260,CANDLER RD @ MCAFEE RD,CANDLER RD @ TILSON RD,33.732321,-84.283587,33.729975,-84.28161,0.198
352261,CANDLER RD @ TILSON RD,CANDLER RD @ CANDLER PKWY,33.729867,-84.281719,33.72856,-84.280709,0.107
352262,CANDLER RD @ TILSON RD,CANDLER RD @ CANDLER PKWY,33.729975,-84.28161,33.72856,-84.280709,0.111
352286,CANDLER RD @ EASTWYCK RD,CANDLER RD @ H F SHEPHERD DR,33.715623,-84.273708,33.711685,-84.271767,0.294
352287,CANDLER RD @ EASTWYCK RD,CANDLER RD @ H F SHEPHERD DR,33.71526,-84.273193,33.711685,-84.271767,0.26
352288,CANDLER RD @ H F SHEPHERD DR,CANDLER RD @ RAINBOW DR,33.711685,-84.271767,33.709606,-84.271962,0.144
352289,CANDLER RD @ H F SHEPHERD DR,CANDLER RD @ RAINBOW DR,33.711685,-84.271767,33.709669,-84.271854,0.139
352290,CANDLER RD @ RAINBOW DR,CANDLER RD @ S RAINBOW DR,33.709606,-84.271962,33.70667,-84.271997,0.203
352291,CANDLER RD @ RAINBOW DR,CANDLER RD @ S RAINBOW DR,33.709606,-84.271962,33.706799,-84.271774,0.194
352292,CANDLER RD @ RAINBOW DR,CANDLER RD @ S RAINBOW DR,33.709669,-84.271854,33.70667,-84.271997,0.207
352293,CANDLER RD @ RAINBOW DR,CANDLER RD @ S RAINBOW DR,33.709669,-84.271854,33.706799,-84.271774,0.198
352294,CANDLER RD @ S RAINBOW DR,CANDLER RD @ FLAT SHOALS RD,33.70667,-84.271997,33.705121,-84.271422,0.112
352295,CANDLER RD @ S RAINBOW DR,CANDLER RD @ FLAT SHOALS RD,33.706799,-84.271774,33.705121,-84.271422,0.118
352296,CANDLER RD @ FLAT SHOALS RD,FLAT SHOALS RD @ 3592,33.705121,-84.271422,33.703071,-84.270261,0.157
352297,FLAT SHOALS RD @ 3592,PANTHERSVILLE RD @ FLAT SHOALS RD,33.703071,-84.270261,33.701649,-84.269608,0.105
352298,PANTHERSVILLE RD @ FLAT SHOALS RD,PANTHERSVILLE RD @ 2929,33.701649,-84.269608,33.700233,-84.270437,0.109
352299,PANTHERSVILLE RD @ FLAT SHOALS RD,PANTHERSVILLE RD @ 2929,33.701649,-84.269608,33.700752,-84.270363,0.076
352300,PANTHERSVILLE RD @ 2929,PANTHERSVILLE RD @ GLEN HOLLOW DR,33.700233,-84.270437,33.69693,-84.271095,0.231
352301,PANTHERSVILLE RD @ 2929,PANTHERSVILLE RD @ GLEN HOLLOW DR,33.700233,-84.270437,33.697262,-84.271384,0.212
352302,PANTHERSVILLE RD @ 2929,PANTHERSVILLE RD @ GLEN HOLLOW DR,33.700752,-84.270363,33.69693,-84.271095,0.267
352303,PANTHERSVILLE RD @ 2929,PANTHERSVILLE RD @ GLEN HOLLOW DR,33.700752,-84.270363,33.697262,-84.271384,0.248
352304,PANTHERSVILLE RD @ GLEN HOLLOW DR,PANTHERSVILLE RD @ 3073,33.69693,-84.271095,33.694069,-84.271553,0.199
352305,PANTHERSVILLE RD @ GLEN HOLLOW DR,PANTHERSVILLE RD @ 3073,33.69693,-84.271095,33.694227,-84.271929,0.193
352306,PANTHERSVILLE RD @ GLEN HOLLOW DR,PANTHERSVILLE RD @ 3073,33.697262,-84.271384,33.694069,-84.271553,0.221
352307,PANTHERSVILLE RD @ GLEN HOLLOW DR,PANTHERSVILLE RD @ 3073,33.697262,-84.271384,33.694227,-84.271929,0.212
352308,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694069,-84.271553,33.692115,-84.272075,0.138
352309,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694069,-84.271553,33.692092,-84.272286,0.143
352310,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694069,-84.271553,33.690221,-84.272542,0.272
352311,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694069,-84.271553,33.689782,-84.27243,0.3
352312,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694069,-84.271553,33.685782,-84.272336,0.574
352313,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694227,-84.271929,33.692115,-84.272075,0.146
352314,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694227,-84.271929,33.692092,-84.272286,0.149
352315,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694227,-84.271929,33.690221,-84.272542,0.279
352316,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694227,-84.271929,33.689782,-84.27243,0.308
352317,PANTHERSVILLE RD @ 3073,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,33.694227,-84.271929,33.685782,-84.272336,0.584
352343,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,PANTHERSVILLE RD @ 3303,33.692115,-84.272075,33.687854,-84.272618,0.296
352344,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,PANTHERSVILLE RD @ 3303,33.692092,-84.272286,33.687854,-84.272618,0.293
352345,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,PANTHERSVILLE RD @ 3303,33.690221,-84.272542,33.687854,-84.272618,0.164
352346,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,PANTHERSVILLE RD @ 3303,33.689782,-84.27243,33.687854,-84.272618,0.134
352347,PANTHERSVILLE RD @ CLIFTON SPRINGS RD,PANTHERSVILLE RD @ 3303,33.685782,-84.272336,33.687854,-84.272618,0.144
352348,PANTHERSVILLE RD @ 3303,PANTHERSVILLE RD @ OAKVALE RD,33.687854,-84.272618,33.685725,-84.272676,0.147
352349,PANTHERSVILLE RD @ OAKVALE RD,PANTHERSVILLE RD @ ROVENA CT,33.685725,-84.272676,33.681472,-84.273459,0.297
352350,PANTHERSVILLE RD @ OAKVALE RD,PANTHERSVILLE RD @ ROVENA CT,33.685725,-84.272676,33.681347,-84.273502,0.306
352351,PANTHERSVILLE RD @ ROVENA CT,PANTHERSVILLE RD @ RIVER TREE DR,33.681472,-84.273459,33.678806,-84.276599,0.258
352352,PANTHERSVILLE RD @ ROVENA CT,PANTHERSVILLE RD @ RIVER TREE DR,33.681472,-84.273459,33.67927,-84.27625,0.221
352353,PANTHERSVILLE RD @ ROVENA CT,PANTHERSVILLE RD @ RIVER TREE DR,33.681347,-84.273502,33.678806,-84.276599,0.25
352354,PANTHERSVILLE RD @ ROVENA CT,PANTHERSVILLE RD @ RIVER TREE DR,33.681347,-84.273502,33.67927,-84.27625,0.213
352355,PANTHERSVILLE RD @ RIVER TREE DR,PANTHERSVILLE RD @ RIVER SUMMIT LN,33.678806,-84.276599,33.675878,-84.277024,0.204
352356,PANTHERSVILLE RD @ RIVER TREE DR,PANTHERSVILLE RD @ RIVER SUMMIT LN,33.678806,-84.276599,33.676317,-84.277133,0.175
352357,PANTHERSVILLE RD @ RIVER TREE DR,PANTHERSVILLE RD @ RIVER SUMMIT LN,33.67927,-84.27625,33.675878,-84.277024,0.239
352358,PANTHERSVILLE RD @ RIVER TREE DR,PANTHERSVILLE RD @ RIVER SUMMIT LN,33.67927,-84.27625,33.676317,-84.277133,0.21
352359,PANTHERSVILLE RD @ RIVER SUMMIT LN,PANTHERSVILLE RD @ RIVER RD,33.675878,-84.277024,33.672799,-84.277819,0.218
352360,PANTHERSVILLE RD @ RIVER SUMMIT LN,PANTHERSVILLE RD @ RIVER RD,33.675878,-84.277024,33.67365,-84.277601,0.157
352361,PANTHERSVILLE RD @ RIVER SUMMIT LN,PANTHERSVILLE RD @ RIVER RD,33.676317,-84.277133,33.672799,-84.277819,0.246
352362,PANTHERSVILLE RD @ RIVER SUMMIT LN,PANTHERSVILLE RD @ RIVER RD,33.676317,-84.277133,33.67365,-84.277601,0.186
352363,PANTHERSVILLE RD @ RIVER RD,RIVER RD @ PANTHERSVILLE RD,33.672799,-84.277819,33.673488,-84.276624,0.084
